TreatmentID;PeriodType;PeriodNo;Id;Name;Group;Role;Profit;ProfitTotal;Payment;PaymentTotal;black;red;choice;pick;ProfitTotalNow
3;payment;2;36;;1;;-3;18;-3;246;10;10;B;yellow;18
3;payment;3;57;;1;;-6;-18;-6;294;14;10;A;black;-18
3;payment;3;35;;0;;-3;39;-3;363;10;10;B;yellow;39
3;payment;3;56;;1;;-3;21;-3;246;12;12;B;yellow;21
3;payment;3;55;;0;;30;54;30;273;12;12;A;red;54
3;payment;3;50;;0;;-6;54;-6;198;10;14;A;black;54
3;payment;3;36;;1;;21;39;21;267;10;10;B;blue;39
3;payment;3;52;;1;;30;54;30;474;12;12;A;red;54
3;payment;3;66;;1;;-6;-18;-6;66;14;10;A;black;-18
3;payment;3;3;;1;;-3;12;-3;342;12;10;B;yellow;12
3;payment;3;5;;0;;-6;21;-6;150;10;12;A;black;21
3;payment;3;65;;1;;30;90;30;438;10;14;A;red;90
3;payment;3;45;;1;;21;39;21;189;10;10;B;blue;39
3;payment;3;69;;0;;-3;39;-3;312;10;10;B;yellow;39
3;payment;3;67;;0;;-6;45;-6;255;10;12;A;black;45
3;payment;3;43;;0;;21;39;21;234;10;10;B;blue;39
3;payment;3;26;;1;;-6;18;-6;315;12;12;A;black;18
3;payment;3;2;;0;;21;39;21;462;10;10;B;blue;39
3;payment;3;42;;0;;21;39;21;312;10;10;B;blue;39
3;payment;3;6;;0;;21;9;21;210;14;10;B;blue;9
3;payment;3;54;;1;;-3;57;-3;192;10;14;B;yellow;57
3;payment;3;64;;0;;0;-12;0;183;14;10;TIMEOUT;;-12
3;payment;3;29;;1;;21;39;21;243;10;10;B;blue;39
3;payment;3;4;;0;;-3;15;-3;270;10;10;B;yellow;15
3;payment;3;1;;1;;-6;18;-6;291;12;12;A;black;18
3;payment;3;46;;1;;30;18;30;306;14;10;A;red;18
3;payment;3;30;;1;;-3;-12;-3;336;12;10;B;yellow;-12
3;payment;3;33;;1;;21;36;21;309;12;10;B;blue;36
3;payment;3;20;;1;;-3;39;-3;27;10;10;B;yellow;39
3;payment;3;25;;0;;-6;12;-6;189;10;10;A;black;12
3;payment;3;12;;1;;-3;39;-3;192;10;10;B;yellow;39
3;payment;3;53;;0;;21;39;21;288;10;10;B;blue;39
3;payment;3;61;;0;;-6;18;-6;285;12;12;A;black;18
3;payment;3;47;;1;;30;54;30;306;12;12;A;red;54
3;payment;3;41;;0;;-6;18;-6;192;12;12;A;black;18
3;payment;3;70;;0;;21;72;21;351;10;12;B;blue;72
3;payment;3;19;;1;;-6;36;-6;213;10;10;A;black;36
3;payment;3;24;;0;;-3;21;-3;291;12;12;B;yellow;21
3;payment;3;37;;1;;-3;-9;-3;219;10;10;B;yellow;-9
3;payment;3;62;;1;;-3;24;-3;345;10;12;B;yellow;24
3;payment;3;13;;1;;-3;57;-3;273;10;14;B;yellow;57
3;payment;3;44;;1;;30;54;30;300;12;12;A;red;54
3;payment;3;7;;1;;-6;45;-6;393;10;12;A;black;45
3;payment;3;18;;0;;21;48;21;189;10;12;B;blue;48
3;payment;3;48;;1;;-3;12;-3;288;12;10;B;yellow;12
3;payment;3;34;;1;;-3;-15;-3;198;14;10;B;yellow;-15
3;payment;3;40;;0;;-6;21;-6;264;10;12;A;black;21
3;payment;3;38;;1;;-6;18;-6;270;12;12;A;black;18
3;payment;3;71;;1;;-3;48;-3;312;10;12;B;yellow;48
3;payment;3;21;;1;;30;90;30;336;10;14;A;red;90
3;payment;3;68;;1;;21;15;21;228;10;10;B;blue;15
3;payment;3;23;;1;;-6;21;-6;516;10;12;A;black;21
3;payment;3;60;;0;;30;81;30;573;10;12;A;red;81
3;payment;3;14;;1;;-6;18;-6;222;12;12;A;black;18
3;payment;3;49;;0;;30;81;30;369;10;12;A;red;81
3;payment;3;8;;1;;30;90;30;378;10;14;A;red;90
3;payment;3;58;;1;;21;39;21;414;10;10;B;blue;39
3;payment;3;15;;1;;21;39;21;303;10;10;B;blue;39
3;payment;3;22;;1;;30;54;30;315;12;12;A;red;54
3;payment;3;72;;0;;-6;36;-6;393;10;10;A;black;36
3;payment;3;16;;0;;21;15;21;267;10;10;B;blue;15
3;payment;3;51;;1;;-6;-18;-6;249;14;10;A;black;-18
3;payment;3;11;;0;;-6;18;-6;168;12;12;A;black;18
3;payment;3;39;;1;;21;9;21;207;14;10;B;blue;9
3;payment;3;9;;1;;21;15;21;348;10;10;B;blue;15
3;payment;3;17;;0;;21;36;21;345;12;10;B;blue;36
3;payment;3;28;;1;;-6;18;-6;375;12;12;A;black;18
3;payment;3;10;;1;;21;39;21;291;10;10;B;blue;39
3;payment;4;16;;0;;-3;12;-3;264;10;10;B;yellow;12
3;payment;4;70;;0;;21;93;21;372;10;12;B;blue;93
3;payment;4;56;;1;;-6;15;-6;240;12;12;A;black;15
3;payment;4;36;;1;;-3;36;-3;264;10;10;B;yellow;36
3;payment;4;19;;1;;21;57;21;234;12;10;B;blue;57
3;payment;4;35;;0;;-3;36;-3;360;10;10;B;yellow;36
3;payment;4;17;;0;;-6;30;-6;339;12;10;A;black;30
3;payment;4;24;;0;;-6;15;-6;285;12;12;A;black;15
3;payment;4;50;;0;;-3;51;-3;195;12;14;B;yellow;51
3;payment;4;14;;1;;-6;12;-6;216;14;12;A;black;12
3;payment;4;62;;1;;30;54;30;375;10;12;A;red;54
3;payment;4;52;;1;;-6;48;-6;468;12;14;A;black;48
3;payment;4;55;;0;;-6;48;-6;267;12;14;A;black;48
3;payment;4;66;;1;;-6;-24;-6;60;16;10;A;black;-24
3;payment;4;4;;0;;21;36;21;291;10;10;B;blue;36
3;payment;4;37;;1;;21;12;21;240;10;10;B;blue;12
3;payment;4;34;;1;;21;6;21;219;14;10;B;blue;6
3;payment;4;5;;0;;21;42;21;171;12;12;B;blue;42
3;payment;4;65;;1;;30;120;30;468;10;16;A;red;120
3;payment;4;57;;1;;21;3;21;315;16;10;B;blue;3
3;payment;4;68;;1;;-6;9;-6;222;10;10;A;black;9
3;payment;4;45;;1;;-6;33;-6;183;10;10;A;black;33
3;payment;4;13;;1;;-3;54;-3;270;10;14;B;yellow;54
3;payment;4;2;;0;;-3;36;-3;459;10;10;B;yellow;36
3;payment;4;49;;0;;21;102;21;390;10;14;B;blue;102
3;payment;4;67;;0;;-6;39;-6;249;12;12;A;black;39
3;payment;4;51;;1;;21;3;21;270;16;10;B;blue;3
3;payment;4;42;;0;;21;60;21;333;10;10;B;blue;60
3;payment;4;26;;1;;30;48;30;345;14;12;A;red;48
3;payment;4;7;;1;;30;75;30;423;12;12;A;red;75
3;payment;4;44;;1;;21;75;21;321;12;14;B;blue;75
3;payment;4;18;;0;;-6;42;-6;183;10;12;A;black;42
3;payment;4;69;;0;;21;60;21;333;10;10;B;blue;60
3;payment;4;8;;1;;21;111;21;399;10;16;B;blue;111
3;payment;4;6;;0;;21;30;21;231;14;10;B;blue;30
3;payment;4;58;;1;;21;60;21;435;10;10;B;blue;60
3;payment;4;64;;0;;-6;-18;-6;177;14;10;A;black;-18
3;payment;4;48;;1;;-6;6;-6;282;12;10;A;black;6
3;payment;4;39;;1;;21;30;21;228;14;10;B;blue;30
3;payment;4;29;;1;;-3;36;-3;240;10;10;B;yellow;36
3;payment;4;40;;0;;-6;15;-6;258;12;12;A;black;15
3;payment;4;1;;1;;30;48;30;321;14;12;A;red;48
3;payment;4;54;;1;;30;87;30;222;10;14;A;red;87
3;payment;4;3;;1;;-3;9;-3;339;12;10;B;yellow;9
3;payment;4;9;;1;;21;36;21;369;10;10;B;blue;36
3;payment;4;15;;1;;-3;36;-3;300;10;10;B;yellow;36
3;payment;4;46;;1;;30;48;30;336;14;12;A;red;48
3;payment;4;38;;1;;-6;12;-6;264;14;12;A;black;12
3;payment;4;22;;1;;30;84;30;345;12;14;A;red;84
3;payment;4;33;;1;;21;57;21;330;12;10;B;blue;57
3;payment;4;30;;1;;-3;-15;-3;333;12;10;B;yellow;-15
3;payment;4;25;;0;;21;33;21;210;12;10;B;blue;33
3;payment;4;72;;0;;-3;33;-3;390;12;10;B;yellow;33
3;payment;4;20;;1;;21;60;21;48;10;10;B;blue;60
3;payment;4;43;;0;;30;69;30;264;10;10;A;red;69
3;payment;4;21;;1;;30;120;30;366;10;16;A;red;120
3;payment;4;53;;0;;21;60;21;309;10;10;B;blue;60
3;payment;4;10;;1;;21;60;21;312;10;10;B;blue;60
3;payment;4;12;;1;;21;60;21;213;10;10;B;blue;60
3;payment;4;71;;1;;21;69;21;333;10;12;B;blue;69
3;payment;4;61;;0;;-6;12;-6;279;14;12;A;black;12
3;payment;4;23;;1;;21;42;21;537;12;12;B;blue;42
3;payment;4;28;;1;;-6;12;-6;369;14;12;A;black;12
3;payment;4;47;;1;;-6;48;-6;300;12;14;A;black;48
3;payment;4;41;;0;;-6;12;-6;186;14;12;A;black;12
3;payment;4;60;;0;;-6;75;-6;567;10;14;A;black;75
3;payment;4;11;;0;;-6;12;-6;162;14;12;A;black;12
3;payment;5;43;;0;;-3;66;-3;261;10;12;B;yellow;66
3;payment;5;3;;1;;-3;6;-3;336;12;10;B;yellow;6
3;payment;5;67;;0;;30;69;30;279;14;12;A;red;69
3;payment;5;29;;1;;21;57;21;261;10;10;B;blue;57
3;payment;5;54;;1;;-6;81;-6;216;10;16;A;black;81
3;payment;5;20;;1;;21;81;21;69;10;10;B;blue;81
3;payment;5;37;;1;;21;33;21;261;10;10;B;blue;33
3;payment;5;11;;0;;-6;6;-6;156;16;12;A;black;6
3;payment;5;18;;0;;30;72;30;213;12;12;A;red;72
3;payment;5;21;;1;;30;150;30;396;10;18;A;red;150
3;payment;5;38;;1;;30;42;30;294;16;12;A;red;42
3;payment;5;17;;0;;21;51;21;360;14;10;B;blue;51
3;payment;5;10;;1;;21;81;21;333;10;10;B;blue;81
3;payment;5;52;;1;;-6;42;-6;462;14;14;A;black;42
3;payment;5;50;;0;;-6;45;-6;189;12;14;A;black;45
3;payment;5;35;;0;;-3;33;-3;357;10;10;B;yellow;33
3;payment;5;56;;1;;30;45;30;270;14;12;A;red;45
3;payment;5;57;;1;;21;24;21;336;16;10;B;blue;24
3;payment;5;9;;1;;-3;33;-3;366;10;10;B;yellow;33
3;payment;5;55;;0;;-3;45;-3;264;14;14;B;yellow;45
3;payment;5;72;;0;;-3;30;-3;387;12;10;B;yellow;30
3;payment;5;39;;1;;21;51;21;249;14;10;B;blue;51
3;payment;5;51;;1;;21;24;21;291;16;10;B;blue;24
3;payment;5;36;;1;;21;57;21;285;10;10;B;blue;57
3;payment;5;16;;0;;-3;9;-3;261;10;10;B;yellow;9
3;payment;5;22;;1;;30;114;30;375;12;16;A;red;114
3;payment;5;8;;1;;-3;108;-3;396;10;16;B;yellow;108
3;payment;5;15;;1;;-3;33;-3;297;10;10;B;yellow;33
3;payment;5;58;;1;;-3;57;-3;432;10;10;B;yellow;57
3;payment;5;49;;0;;-6;96;-6;384;10;14;A;black;96
3;payment;5;34;;1;;-3;3;-3;216;14;10;B;yellow;3
3;payment;5;71;;1;;-3;66;-3;330;10;12;B;yellow;66
3;payment;5;14;;1;;30;42;30;246;16;12;A;red;42
3;payment;5;60;;0;;30;105;30;597;12;14;A;red;105
3;payment;5;23;;1;;-6;36;-6;531;12;12;A;black;36
3;payment;5;40;;0;;-6;9;-6;252;14;12;A;black;9
3;payment;5;48;;1;;21;27;21;303;14;10;B;blue;27
3;payment;5;7;;1;;-6;69;-6;417;12;14;A;black;69
3;payment;5;13;;1;;30;84;30;300;10;14;A;red;84
3;payment;5;62;;1;;30;84;30;405;10;14;A;red;84
3;payment;5;24;;0;;-6;9;-6;279;14;12;A;black;9
3;payment;5;70;;0;;-3;90;-3;369;10;12;B;yellow;90
3;payment;5;41;;0;;-3;9;-3;183;16;12;B;yellow;9
3;payment;5;47;;1;;30;78;30;330;14;14;A;red;78
3;payment;5;61;;0;;-6;6;-6;273;16;12;A;black;6
3;payment;5;12;;1;;21;81;21;234;10;10;B;blue;81
3;payment;5;30;;1;;30;15;30;363;12;10;A;red;15
3;payment;5;25;;0;;-3;30;-3;207;12;10;B;yellow;30
3;payment;5;53;;0;;-3;57;-3;306;10;10;B;yellow;57
3;payment;5;33;;1;;21;78;21;351;12;10;B;blue;78
3;payment;5;46;;1;;-6;42;-6;330;14;14;A;black;42
3;payment;5;1;;1;;-6;42;-6;315;14;14;A;black;42
3;payment;5;64;;0;;30;12;30;207;16;10;A;red;12
3;payment;5;6;;0;;21;51;21;252;14;10;B;blue;51
3;payment;5;69;;0;;-3;57;-3;330;10;10;B;yellow;57
3;payment;5;26;;1;;30;78;30;375;14;14;A;red;78
3;payment;5;42;;0;;-3;57;-3;330;10;10;B;yellow;57
3;payment;5;2;;0;;-3;33;-3;456;10;10;B;yellow;33
3;payment;5;45;;1;;30;63;30;213;12;10;A;red;63
3;payment;5;65;;1;;30;150;30;498;10;18;A;red;150
3;payment;5;5;;0;;21;63;21;192;12;12;B;blue;63
3;payment;5;19;;1;;-6;51;-6;228;12;10;A;black;51
3;payment;5;66;;1;;-6;-30;-6;54;18;10;A;black;-30
3;payment;5;28;;1;;30;42;30;399;16;12;A;red;42
3;payment;5;68;;1;;21;30;21;243;12;10;B;blue;30
3;payment;5;4;;0;;-3;33;-3;288;10;10;B;yellow;33
3;payment;5;44;;1;;-3;72;-3;318;12;14;B;yellow;72
3;payment;6;22;;1;;30;144;30;405;12;18;A;red;144
3;payment;6;47;;1;;-6;72;-6;324;14;16;A;black;72
3;payment;6;10;;1;;21;102;21;354;10;10;B;blue;102
3;payment;6;19;;1;;-6;45;-6;222;14;10;A;black;45
3;payment;6;29;;1;;21;78;21;282;10;10;B;blue;78
3;payment;6;62;;1;;21;105;21;426;10;16;B;blue;105
3;payment;6;65;;1;;30;180;30;528;10;20;A;red;180
3;payment;6;2;;0;;-6;27;-6;450;10;10;A;black;27
3;payment;6;4;;0;;21;54;21;309;10;10;B;blue;54
3;payment;6;45;;1;;21;84;21;234;12;12;B;blue;84
3;payment;6;66;;1;;-6;-36;-6;48;20;10;A;black;-36
3;payment;6;1;;1;;-6;36;-6;309;16;14;A;black;36
3;payment;6;71;;1;;21;87;21;351;10;12;B;blue;87
3;payment;6;11;;0;;30;36;30;186;18;12;A;red;36
3;payment;6;8;;1;;30;138;30;426;10;16;A;red;138
3;payment;6;57;;1;;-3;21;-3;333;16;10;B;yellow;21
3;payment;6;64;;0;;30;42;30;237;16;12;A;red;42
3;payment;6;3;;1;;21;27;21;357;12;10;B;blue;27
3;payment;6;34;;1;;-3;0;-3;213;14;10;B;yellow;0
3;payment;6;24;;0;;21;30;21;300;16;12;B;blue;30
3;payment;6;7;;1;;-6;63;-6;411;14;14;A;black;63
3;payment;6;42;;0;;-3;54;-3;327;10;10;B;yellow;54
3;payment;6;58;;1;;21;78;21;453;10;10;B;blue;78
3;payment;6;25;;0;;21;51;21;228;12;10;B;blue;51
3;payment;6;56;;1;;-3;42;-3;267;14;14;B;yellow;42
3;payment;6;61;;0;;-6;0;-6;267;18;12;A;black;0
3;payment;6;9;;1;;30;63;30;396;10;10;A;red;63
3;payment;6;67;;0;;30;99;30;309;14;14;A;red;99
3;payment;6;38;;1;;-6;36;-6;288;16;14;A;black;36
3;payment;6;70;;0;;-6;84;-6;363;10;12;A;black;84
3;payment;6;44;;1;;21;93;21;339;12;14;B;blue;93
3;payment;6;17;;0;;-6;45;-6;354;14;10;A;black;45
3;payment;6;26;;1;;30;108;30;405;14;16;A;red;108
3;payment;6;49;;0;;-6;90;-6;378;12;14;A;black;90
3;payment;6;35;;0;;21;54;21;378;10;10;B;blue;54
3;payment;6;72;;0;;-3;27;-3;384;12;10;B;yellow;27
3;payment;6;69;;0;;-3;54;-3;327;10;10;B;yellow;54
3;payment;6;43;;0;;-3;63;-3;258;10;12;B;yellow;63
3;payment;6;50;;0;;-3;42;-3;186;14;14;B;yellow;42
3;payment;6;39;;1;;21;72;21;270;14;10;B;blue;72
3;payment;6;48;;1;;21;48;21;324;14;10;B;blue;48
3;payment;6;51;;1;;21;45;21;312;16;10;B;blue;45
3;payment;6;28;;1;;30;72;30;429;16;14;A;red;72
3;payment;6;16;;0;;21;30;21;282;10;10;B;blue;30
3;payment;6;55;;0;;-3;42;-3;261;14;14;B;yellow;42
3;payment;6;18;;0;;30;102;30;243;12;14;A;red;102
3;payment;6;60;;0;;-6;99;-6;591;12;16;A;black;99
3;payment;6;52;;1;;-6;36;-6;456;16;14;A;black;36
3;payment;6;13;;1;;-6;78;-6;294;10;16;A;black;78
3;payment;6;40;;0;;30;39;30;282;16;12;A;red;39
3;payment;6;33;;1;;-3;75;-3;348;12;10;B;yellow;75
3;payment;6;12;;1;;21;102;21;255;10;10;B;blue;102
3;payment;6;21;;1;;30;180;30;426;10;20;A;red;180
3;payment;6;6;;0;;-3;48;-3;249;14;10;B;yellow;48
3;payment;6;53;;0;;21;78;21;327;10;10;B;blue;78
3;payment;6;30;;1;;30;45;30;393;12;12;A;red;45
3;payment;6;41;;0;;-3;6;-3;180;16;12;B;yellow;6
3;payment;6;5;;0;;-3;60;-3;189;12;12;B;yellow;60
3;payment;6;20;;1;;21;102;21;90;10;10;B;blue;102
3;payment;6;68;;1;;21;51;21;264;12;10;B;blue;51
3;payment;6;23;;1;;21;57;21;552;14;12;B;blue;57
3;payment;6;37;;1;;21;54;21;282;10;10;B;blue;54
3;payment;6;15;;1;;21;54;21;318;10;10;B;blue;54
3;payment;6;36;;1;;21;78;21;306;10;10;B;blue;78
3;payment;6;46;;1;;21;63;21;351;16;14;B;blue;63
3;payment;6;54;;1;;30;111;30;246;12;16;A;red;111
3;payment;6;14;;1;;-6;36;-6;240;16;14;A;black;36
3;payment;7;25;;0;;-3;48;-3;225;12;10;B;yellow;48
3;payment;7;7;;1;;-6;57;-6;405;16;14;A;black;57
3;payment;7;18;;0;;30;132;30;273;12;16;A;red;132
3;payment;7;47;;1;;-6;66;-6;318;16;16;A;black;66
3;payment;7;4;;0;;-3;51;-3;306;10;10;B;yellow;51
3;payment;7;70;;0;;21;105;21;384;12;12;B;blue;105
3;payment;7;13;;1;;-6;72;-6;288;12;16;A;black;72
3;payment;7;37;;1;;-3;51;-3;279;10;10;B;yellow;51
3;payment;7;24;;0;;-6;24;-6;294;16;12;A;black;24
3;payment;7;62;;1;;21;126;21;447;10;16;B;blue;126
3;payment;7;39;;1;;-3;69;-3;267;14;10;B;yellow;69
3;payment;7;11;;0;;-6;30;-6;180;18;14;A;black;30
3;payment;7;55;;0;;-3;39;-3;258;14;14;B;yellow;39
3;payment;7;9;;1;;-6;57;-6;390;10;12;A;black;57
3;payment;7;35;;0;;-3;51;-3;375;10;10;B;yellow;51
3;payment;7;57;;1;;21;42;21;354;16;10;B;blue;42
3;payment;7;16;;0;;21;51;21;303;10;10;B;blue;51
